,Family,Order,Clade,Clade_2,Clade_3_for_arcs,Genus,Species,Nectary,Structured,Source,URL,Placement,Developmental.stage,Hydathode,Aerophore,Notes,Herbarium,Leaf_area_ellipse_mm,Growth_habit_E1_T0,rhizome_form,Rhizome_form_dual_state,rhizome_diamter_mm,Stipe_diamter_mm,Root_diam_mm,internode.length_mm,HC_reduced_states_no_soldic,Growth_habit_E1_T0_Arb2_climb_3
836,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_formosae,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,0,NA,NA,NA,NA,,,Dictyostele,0
837,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_formosum,No,NA,"Nelson et al., 2018",,,,NA,,,,332.02785,0,NA,NA,NA,NA,,,Dictyostele,0
838,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_fragrans,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
839,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_gemmiferum,No,NA,"Nelson et al., 2018",,,,NA,,,,19635,0,NA,NA,NA,NA,,,Dictyostele,0
840,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_gibberosum,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
841,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_goudeyi,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,1,NA,NA,NA,NA,,,Dictyostele,1
842,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_griffithianum,No,NA,"Nelson et al., 2018",,,,NA,,,,371.4942,1,erect,non-rhizomatous,NA,NA,,,Dictyostele,1
843,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_guangdongense,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
844,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_gueinzianum,No,NA,"Nelson et al., 2018",,,,NA,,,,5497.8,1,erect,non-rhizomatous,NA,NA,,,Dictyostele,1
845,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_hainanense,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
846,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_haleakalense,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
847,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_hallbergii,No,NA,"Nelson et al., 2018",,,,NA,,,,259.182,0,NA,NA,NA,NA,,,Dictyostele,0
848,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_hallii,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
849,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_harmanii,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,0,NA,NA,NA,NA,,,Dictyostele,0
850,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_harpeodes,No,NA,"Nelson et al., 2018",,,,NA,,,,5585.7648,0,NA,NA,NA,NA,,,Dictyostele,0
851,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_hastatum,No,NA,"Nelson et al., 2018",,,,NA,,,,1822.128,1,NA,NA,NA,NA,,,Dictyostele,1
852,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_haughtonii,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,0,NA,NA,NA,NA,,,Dictyostele,0
853,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_haurakiense,No,NA,"Nelson et al., 2018",,,,NA,,,,7422.03,0,NA,NA,NA,NA,,,Dictyostele,0
854,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_hemionitis,No,NA,"Nelson et al., 2018",,,,NA,,,,1896.741,0,NA,NA,NA,NA,,,Dictyostele,0
855,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_hemitomum,No,NA,"Nelson et al., 2018",,,,NA,,,,1835.8725,1,NA,NA,NA,NA,,,Dictyostele,1
856,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_heterochroum,No,NA,"Nelson et al., 2018",,,,NA,,,,92.775375,0,erect or ascending,NA,NA,NA,,,Dictyostele,0
857,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_heteroresiliens,No,NA,"Nelson et al., 2018",,,,NA,,,,135.4815,0,NA,NA,NA,NA,,,Dictyostele,0
858,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_hispanicum,No,NA,"Nelson et al., 2018",,,,NA,,,,129.591,0,NA,NA,NA,NA,,,Dictyostele,0
859,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_hobdyi,No,NA,"Nelson et al., 2018",,,,NA,,,,220.89375,0,NA,NA,NA,NA,,,Dictyostele,0
860,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_holophlebium,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
861,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_holosorum,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
862,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_horridum,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
863,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_hostmannii,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,0,NA,NA,NA,NA,,,Dictyostele,0
864,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_humbertii,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
865,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_hybridum,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,0,NA,NA,NA,NA,,,Dictyostele,0
866,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_incisum,No,NA,"Nelson et al., 2018",,,,NA,,,,471.24,0,erect or short creeping,NA,NA,NA,,,Dictyostele,0
867,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_incurvatum,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
868,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_insiticium,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,0,NA,NA,NA,NA,,,Dictyostele,0
869,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_insulanum,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
870,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_interjectum,No,NA,"Nelson et al., 2018",,,,NA,,,,1178.1,0,erect,non-rhizomatous,NA,NA,,,Dictyostele,0
871,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_jahandiezii,No,NA,"Nelson et al., 2018",,,,NA,,,,88.3575,0,NA,NA,NA,NA,,,Dictyostele,0
872,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_joellaui,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
873,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_juglandifolium,No,NA,"Nelson et al., 2018",,,,NA,,,,7912.905,1,NA,NA,NA,NA,,,Dictyostele,1
874,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_kaulfussii,No,NA,"Nelson et al., 2018",,,,NA,,,,8953.56,0,NA,NA,NA,NA,,,Dictyostele,0
875,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_keysserianum,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,1,NA,NA,NA,NA,,,Dictyostele,1
876,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_kiangsuense,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,0,erect,non-rhizomatous,NA,NA,,,Dictyostele,0
877,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_kinabaluense,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
878,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_kitazawae,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
879,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_komarovii,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
880,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_laciniatum,No,NA,"Nelson et al., 2018",,,,NA,,,,347.5395,0,NA,NA,NA,NA,,,Dictyostele,0
881,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_lamprocaulon,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
882,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_lamprophyllum,No,NA,"Nelson et al., 2018",,,,NA,,,,5772.69,0,NA,NA,NA,NA,,,Dictyostele,0
883,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_laserpitiifolium,No,NA,"Nelson et al., 2018",,,,NA,,,,9601.515,0,NA,NA,NA,NA,,,Dictyostele,0
884,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_lepidotum,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
885,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_lepturus,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
886,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_lessinense,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
887,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_linckii,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,0,NA,NA,NA,NA,,,Dictyostele,0
888,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_listeri,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,0,NA,NA,NA,NA,,,Dictyostele,0
889,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_lividum,No,NA,"Nelson et al., 2018",,,,NA,,,,989.604,0,erect,non-rhizomatous,7,NA,,,Dictyostele,0
890,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_lobulatum,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,0,NA,NA,NA,NA,,,Dictyostele,0
891,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_lolegnamense,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,0,NA,NA,NA,NA,,,Dictyostele,0
892,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_loxoscaphoides,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,0,NA,NA,NA,NA,,,Dictyostele,0
893,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_lunulatum,No,NA,"Nelson et al., 2018",,,,NA,,,,4417.875,0,NA,NA,NA,NA,,,Dictyostele,0
894,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_lyallii,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,0,NA,NA,NA,NA,,,Dictyostele,0
895,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_macraei,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
896,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_mannii,No,NA,"Nelson et al., 2018",,,,NA,,,,172.788,1,NA,NA,NA,NA,,,Dictyostele,1
897,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_marattioides,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,0,NA,NA,NA,NA,,,Dictyostele,0
898,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_marinum,No,NA,"Nelson et al., 2018",,,,NA,,,,1178.1,0,NA,NA,NA,NA,,,Dictyostele,0
899,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_mauritiensis,No,NA,"Nelson et al., 2018",,,,NA,,,,3341.877,0,NA,NA,NA,NA,,,Dictyostele,0
900,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_micantifrons,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,NA,NA,NA,NA,NA,,,Dictyostele,NA
901,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_micropaleatum,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_milnei,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,0,NA,NA,NA,NA,,,Dictyostele,0
903,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_minutifolium,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
904,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_monanthes,No,NA,"Nelson et al., 2018",,,,NA,,,,295.50675,0,erect,non-rhizomatous,4,NA,,,Dictyostele,0
905,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_montanum,No,NA,"Nelson et al., 2018",,,,NA,,,,408.408,0,ascending,non-rhizomatous,NA,NA,,,Dictyostele,0
906,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_musifolium,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
907,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_myriophyllum,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
908,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_neolaserpitiifolium,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
909,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_nidiforme,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
910,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_nidus,No,NA,"Nelson et al., 2018",,,,NA,,,,9896.04,1,erect,non-rhizomatous,NA,NA,,,Dictyostele,1
911,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_nigrescens,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
912,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_nigripes,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
913,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_nitens,No,NA,"Nelson et al., 2018",,,,NA,,,,7068.6,0,NA,NA,NA,NA,,,Dictyostele,0
914,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_nitidum,No,NA,"Nelson et al., 2018",,,,NA,,,,1217.37,0,NA,NA,NA,NA,,,Dictyostele,0
915,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_normale,No,NA,"Nelson et al., 2018",,,,NA,,,,539.9625,0,erect,non-rhizomatous,NA,NA,,,Dictyostele,0
916,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_normaloides,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
917,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_novoguineense,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,NA,NA,NA,NA,NA,,,Dictyostele,NA
918,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_oblongifolium,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,0,NA,NA,NA,NA,,,Dictyostele,0
919,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_obovatum,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
920,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_obtusatum,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
921,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_octoploideum,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,0,NA,NA,NA,NA,,,Dictyostele,0
922,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_oldhami,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
923,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_oligolepidum,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,1,NA,NA,NA,NA,,,Dictyostele,1
924,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_oligophlebium,No,NA,"Nelson et al., 2018",,,,NA,,,,314.16,0,NA,NA,NA,NA,,,Dictyostele,0
925,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_onopteris,No,NA,"Nelson et al., 2018",,,,NA,,,,4712.4,0,NA,NA,NA,NA,,,Dictyostele,0
926,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_pachychlamys,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
927,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_paleaceum,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,0,NA,NA,NA,NA,,,Dictyostele,0
928,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_palmeri,No,NA,"Nelson et al., 2018",,,,NA,,,,148.4406,0,short creeping,rhizomatous,NA,NA,,,Dictyostele,0
929,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_parvifolium,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,0,NA,NA,NA,NA,,,Dictyostele,0
930,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_paucivenosum,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
931,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_pauperequitum,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,0,NA,NA,NA,NA,,,Dictyostele,0
932,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_pearcei,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,1,NA,NA,NA,NA,,,Dictyostele,1
933,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_pellucidum,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
934,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_peruvianum,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
935,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_petiolulatum,No,NA,"Nelson et al., 2018",,,,NA,,,,2424.9225,1,NA,NA,NA,NA,,,Dictyostele,1
936,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_petrarchae,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
937,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_phillipsianum,No,NA,"Nelson et al., 2018",,,,NA,,,,2335.58325,0,NA,NA,NA,NA,,,Dictyostele,0
938,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_phyllitidis,No,NA,"Nelson et al., 2018",,,,NA,,,,4466.9625,1,erect,non-rhizomatous,NA,NA,,,Dictyostele,1
939,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_pifongiae,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
940,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_platyneuron,No,NA,"Nelson et al., 2018",,,,NA,,,,893.3925,0,short creeping,rhizomatous,4,NA,,,Dictyostele,0
941,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_pleurosorum,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
942,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_polyodon,No,NA,"Nelson et al., 2018",,,,NA,,,,3769.92,1,short creeping to erect,NA,NA,NA,,,Dictyostele,1
943,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_polyphyllum,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
944,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_praegracile,No,NA,"Nelson et al., 2018",,,,NA,,,,5054.049,1,NA,NA,NA,NA,,,Dictyostele,1
945,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_praemorsum,No,NA,"Nelson et al., 2018",,,,NA,,,,3534.3,1,erect to short creeping,NA,NA,NA,,,Dictyostele,1
946,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_preussii,No,NA,"Nelson et al., 2018",,,,NA,,,,3161.235,0,erect,non-rhizomatous,7.5,NA,,,Dictyostele,0
947,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_prolongatum,No,NA,"Nelson et al., 2018",,,,NA,,,,883.575,0,erect,non-rhizomatous,NA,NA,,,Dictyostele,0
948,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_protensum,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
949,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_protomajoricum,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
950,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_pseuderectum,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
951,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_pseudolaserpitiifolium,No,NA,"Nelson et al., 2018",,,,NA,,,,15953.4375,1,shortly creeping to ascending,NA,NA,NA,,,Dictyostele,1
952,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_pseudopraemorsum,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
953,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_pteridoides,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,0,NA,NA,NA,NA,,,Dictyostele,0
