,Family,Order,Clade,Clade_2,Clade_3_for_arcs,Genus,Species,Nectary,Nelson_EFN_genuslevel,Structured,Source,URL,Placement,Developmental.stage,Hydathode,Aerophore,Notes,Herbarium
5483,Hymenophyllaceae,Hymenophyllales,Hymenophyllales,Hymenophyllales,Hymenophyllales,Trichomanes,Trichomanes_crinitum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5484,Hymenophyllaceae,Hymenophyllales,Hymenophyllales,Hymenophyllales,Hymenophyllales,Trichomanes,Trichomanes_crispiforme,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5485,Hymenophyllaceae,Hymenophyllales,Hymenophyllales,Hymenophyllales,Hymenophyllales,Trichomanes,Trichomanes_crispum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5486,Hymenophyllaceae,Hymenophyllales,Hymenophyllales,Hymenophyllales,Hymenophyllales,Trichomanes,Trichomanes_cupressoides,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5487,Hymenophyllaceae,Hymenophyllales,Hymenophyllales,Hymenophyllales,Hymenophyllales,Trichomanes,Trichomanes_diversifrons,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5488,Hymenophyllaceae,Hymenophyllales,Hymenophyllales,Hymenophyllales,Hymenophyllales,Trichomanes,Trichomanes_egleri,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5489,Hymenophyllaceae,Hymenophyllales,Hymenophyllales,Hymenophyllales,Hymenophyllales,Trichomanes,Trichomanes_elegans,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5490,Hymenophyllaceae,Hymenophyllales,Hymenophyllales,Hymenophyllales,Hymenophyllales,Trichomanes,Trichomanes_galeottii,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5491,Hymenophyllaceae,Hymenophyllales,Hymenophyllales,Hymenophyllales,Hymenophyllales,Trichomanes,Trichomanes_guineense,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5492,Hymenophyllaceae,Hymenophyllales,Hymenophyllales,Hymenophyllales,Hymenophyllales,Trichomanes,Trichomanes_holopterum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5493,Hymenophyllaceae,Hymenophyllales,Hymenophyllales,Hymenophyllales,Hymenophyllales,Trichomanes,Trichomanes_hostmannianum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5494,Hymenophyllaceae,Hymenophyllales,Hymenophyllales,Hymenophyllales,Hymenophyllales,Trichomanes,Trichomanes_lucens,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5495,Hymenophyllaceae,Hymenophyllales,Hymenophyllales,Hymenophyllales,Hymenophyllales,Trichomanes,Trichomanes_madagascariense,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5496,Hymenophyllaceae,Hymenophyllales,Hymenophyllales,Hymenophyllales,Hymenophyllales,Trichomanes,Trichomanes_martiusii,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5497,Hymenophyllaceae,Hymenophyllales,Hymenophyllales,Hymenophyllales,Hymenophyllales,Trichomanes,Trichomanes_mougeotii,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5498,Hymenophyllaceae,Hymenophyllales,Hymenophyllales,Hymenophyllales,Hymenophyllales,Trichomanes,Trichomanes_osmundoides,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5499,Hymenophyllaceae,Hymenophyllales,Hymenophyllales,Hymenophyllales,Hymenophyllales,Trichomanes,Trichomanes_pedicellatum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5500,Hymenophyllaceae,Hymenophyllales,Hymenophyllales,Hymenophyllales,Hymenophyllales,Trichomanes,Trichomanes_pilosum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5501,Hymenophyllaceae,Hymenophyllales,Hymenophyllales,Hymenophyllales,Hymenophyllales,Trichomanes,Trichomanes_pinnatum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5502,Hymenophyllaceae,Hymenophyllales,Hymenophyllales,Hymenophyllales,Hymenophyllales,Trichomanes,Trichomanes_polypodioides,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5503,Hymenophyllaceae,Hymenophyllales,Hymenophyllales,Hymenophyllales,Hymenophyllales,Trichomanes,Trichomanes_robustum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5504,Hymenophyllaceae,Hymenophyllales,Hymenophyllales,Hymenophyllales,Hymenophyllales,Trichomanes,Trichomanes_roraimense,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5505,Hymenophyllaceae,Hymenophyllales,Hymenophyllales,Hymenophyllales,Hymenophyllales,Trichomanes,Trichomanes_scandens,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5506,Hymenophyllaceae,Hymenophyllales,Hymenophyllales,Hymenophyllales,Hymenophyllales,Trichomanes,Trichomanes_spruceanum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5507,Hymenophyllaceae,Hymenophyllales,Hymenophyllales,Hymenophyllales,Hymenophyllales,Trichomanes,Trichomanes_tanaicum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5508,Hymenophyllaceae,Hymenophyllales,Hymenophyllales,Hymenophyllales,Hymenophyllales,Trichomanes,Trichomanes_trigonum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5509,Hymenophyllaceae,Hymenophyllales,Hymenophyllales,Hymenophyllales,Hymenophyllales,Trichomanes,Trichomanes_trollii,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5510,Hymenophyllaceae,Hymenophyllales,Hymenophyllales,Hymenophyllales,Hymenophyllales,Trichomanes,Trichomanes_tuerckheimii,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5511,Hymenophyllaceae,Hymenophyllales,Hymenophyllales,Hymenophyllales,Hymenophyllales,Trichomanes,Trichomanes_vandenboschii,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5512,Hymenophyllaceae,Hymenophyllales,Hymenophyllales,Hymenophyllales,Hymenophyllales,Trichomanes,Trichomanes_vittaria,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5514,Thelypteridaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Trigonospora,Trigonospora_tenera,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5515,Tectariaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Triplophyllum,Triplophyllum_crassifolium,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5516,Tectariaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Triplophyllum,Triplophyllum_dicksonioides,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5517,Tectariaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Triplophyllum,Triplophyllum_fraternum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5518,Tectariaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Triplophyllum,Triplophyllum_funestum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5519,Tectariaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Triplophyllum,Triplophyllum_glabrum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5520,Tectariaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Triplophyllum,Triplophyllum_heudelotii,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5521,Tectariaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Triplophyllum,Triplophyllum_hirsutum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5522,Tectariaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Triplophyllum,Triplophyllum_jenseniae,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5523,Tectariaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Triplophyllum,Triplophyllum_pentagonum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5524,Tectariaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Triplophyllum,Triplophyllum_pilosissimum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5525,Tectariaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Triplophyllum,Triplophyllum_securidiforme,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5526,Tectariaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Triplophyllum,Triplophyllum_vogelii,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5534,Hymenophyllaceae,Hymenophyllales,Hymenophyllales,Hymenophyllales,Hymenophyllales,Vandenboschia,Vandenboschia_auriculata,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5535,Hymenophyllaceae,Hymenophyllales,Hymenophyllales,Hymenophyllales,Hymenophyllales,Vandenboschia,Vandenboschia_collariata,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5536,Hymenophyllaceae,Hymenophyllales,Hymenophyllales,Hymenophyllales,Hymenophyllales,Vandenboschia,Vandenboschia_cyrtotheca,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5537,Hymenophyllaceae,Hymenophyllales,Hymenophyllales,Hymenophyllales,Hymenophyllales,Vandenboschia,Vandenboschia_cystoseiroides,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5538,Hymenophyllaceae,Hymenophyllales,Hymenophyllales,Hymenophyllales,Hymenophyllales,Vandenboschia,Vandenboschia_davallioides,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5539,Hymenophyllaceae,Hymenophyllales,Hymenophyllales,Hymenophyllales,Hymenophyllales,Vandenboschia,Vandenboschia_gigantea,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5540,Hymenophyllaceae,Hymenophyllales,Hymenophyllales,Hymenophyllales,Hymenophyllales,Vandenboschia,Vandenboschia_johnstonensis,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5541,Hymenophyllaceae,Hymenophyllales,Hymenophyllales,Hymenophyllales,Hymenophyllales,Vandenboschia,Vandenboschia_liukiuensis,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5542,Hymenophyllaceae,Hymenophyllales,Hymenophyllales,Hymenophyllales,Hymenophyllales,Vandenboschia,Vandenboschia_maxima,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5543,Hymenophyllaceae,Hymenophyllales,Hymenophyllales,Hymenophyllales,Hymenophyllales,Vandenboschia,Vandenboschia_radicans,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5544,Hymenophyllaceae,Hymenophyllales,Hymenophyllales,Hymenophyllales,Hymenophyllales,Vandenboschia,Vandenboschia_rupestris,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5545,Hymenophyllaceae,Hymenophyllales,Hymenophyllales,Hymenophyllales,Hymenophyllales,Vandenboschia,Vandenboschia_speciosa,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5546,Hymenophyllaceae,Hymenophyllales,Hymenophyllales,Hymenophyllales,Hymenophyllales,Vandenboschia,Vandenboschia_striata,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5547,Hymenophyllaceae,Hymenophyllales,Hymenophyllales,Hymenophyllales,Hymenophyllales,Vandenboschia,Vandenboschia_tubiflora,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5548,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Vittaria,Vittaria_appalachiana,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5549,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Vittaria,Vittaria_graminifolia,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5550,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Vittaria,Vittaria_isoetifolia,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5551,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Vittaria,Vittaria_lineata,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5552,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Vittaria,Vittaria_scabrida,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5553,Woodsiaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Woodsia,Woodsia_alpina,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5554,Woodsiaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Woodsia,Woodsia_andersonii,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5555,Woodsiaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Woodsia,Woodsia_cycloloba,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5556,Woodsiaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Woodsia,Woodsia_glabella,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5557,Woodsiaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Woodsia,Woodsia_ilvensis,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5558,Woodsiaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Woodsia,Woodsia_lanosa,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5559,Woodsiaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Woodsia,Woodsia_macrochlaena,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5560,Woodsiaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Woodsia,Woodsia_polystichoides,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5561,Woodsiaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Woodsia,Woodsia_rosthorniana,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5562,Woodsiaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Woodsia,Woodsia_shensiensis,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5563,Woodsiaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Woodsia,Woodsia_subcordata,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5564,Woodsiaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Woodsia,Woodsia_subintermedia,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5565,Blechnaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Woodwardia,Woodwardia_auriculata,No,0,NA,Pers. obs,,,,NA,,,
5566,Blechnaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Woodwardia,Woodwardia_fimbriata,No,0,NA,Pers. obs,,,,NA,,,
5567,Blechnaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Woodwardia,Woodwardia_harlandii,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5568,Blechnaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Woodwardia,Woodwardia_japonica,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5569,Blechnaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Woodwardia,Woodwardia_kempii,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5570,Blechnaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Woodwardia,Woodwardia_magnifica,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5571,Blechnaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Woodwardia,Woodwardia_martinezii,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5572,Blechnaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Woodwardia,Woodwardia_orientalis,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5573,Blechnaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Woodwardia,Woodwardia_prolifera,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5574,Blechnaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Woodwardia,Woodwardia_radicans,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5575,Blechnaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Woodwardia,Woodwardia_spinulosa,No,0,NA,"Nelson et al., 2018",,,,NA,,,
5576,Blechnaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Woodwardia,Woodwardia_unigemmata,No,0,NA,"Nelson et al., 2018",,,,NA,,,
299,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Alsophila,Alsophila_crinita,no_digital,1,NA,BH 000 158 030,http://sweetgum.nybg.org/science/vh/specimen-details/?irn=4306313,,,NA,,double check,Cornell and NYBG
1577,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea, ,Yes,1,NA,"White, Richard A., and Melvin D. Turner. ""The anatomy and occurrence of foliar nectaries in Cyathea (Cyatheaceae)."" American Fern Journal 102.2 (2012): 91-113.; ",https://bioone.org/journals/american-fern-journal/volume-102/issue-2/0002-8444-102.2.91/The-Anatomy-and-Occurrence-of-Foliar-Nectaries-in-Cyathea-Cyatheaceae/10.1640/0002-8444-102.2.91.full,base of segments,,NA,,,
321,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Alsophila,Alsophila_glabra,Yes,1,NA,H.K SN BH 000 158 018; BH 000 158 029,,rachis costa junction,,NA,yes,"aerophores identified with large, long nectaries next to them",Cornell
341,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Alsophila,Alsophila_latebrosa,Yes,1,NA,W. Norris SN BH 000 158 016; M. Jacobs 5522 BH 000 158 027,,costa rachis junction,,NA,yes,"Large aerophore (has stomata), small raised nectarie below it.",Cornell
5584,Cyatheaceae,,,,,,Alsophila_leichhardtiana,Yes,NA,NA,H.K. 92 BH 000 158 036,,costa rachis junction,,,yes,"Dark spot, not sure if nectarie",Cornell
343,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Alsophila,Alsophila_loheri,Yes,1,NA,M. Jacobs 5781 BH 000 158 037,,costa rachis junction,,NA,,,Cornell
368,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Alsophila,Alsophila_oosora,Yes,1,NA,M. Jacobs 5778 BH 000 158 039,,costa rachis junction,,NA,yes,,Cornell
372,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Alsophila,Alsophila_percrassa,Yes,1,NA,R. D. Hoogland & R. Schodde7651 BH 000 158 015,,costa rachis junction,,NA,yes,removed fuzz and revealed aerophore with nectary in between rachis and costa,Cornell
377,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Alsophila,Alsophila_podophylla,Yes,1,NA,Y.W.Taam 2070 4006487; Y.W Taam 1169 4006489,http://sweetgum.nybg.org/science/vh/specimen-details/?irn=4310013; http://sweetgum.nybg.org/science/vh/specimen-details/?irn=4310015,costa rachis junction,,NA,yes,,NYBG
384,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Alsophila,Alsophila_ramispina,Yes,1,NA,M. Jacobs 5787 BH 000 158 043,,Costa-rachis junction,,NA,yes,"large nectary, smaller aerophore",Cornell
391,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Alsophila,Alsophila_salletii,Yes,1,NA,Shiyong pers. comm,,,,NA,,,
1270,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Campyloneurum,Campyloneurum_amphostenon,Yes,0,NA,E.C. Leonard 4493 BH 000 127 199,,abaxial vein end,,NA,,,Cornell
1272,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Campyloneurum,Campyloneurum_angustifolium,Yes,0,NA,A. A. Hunter and P. H. Allen 315 BH 000 240 153,,Abaxial vein end ,,NA,,Small hole above vein end touching mid vein.,Cornell
1274,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Campyloneurum,Campyloneurum_aphanophlebium,Yes,0,NA,Thomas B. Croat 56564 BH 000 240 159,,abaxial vein end,,NA,,,Cornell
1278,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Campyloneurum,Campyloneurum_brevifolium,Yes,0,NA,"Mehtler et al., 2022",https://bsapubs.onlinelibrary.wiley.com/doi/abs/10.1002/ajb2.1781?casa_token=z6-bDuIkzDwAAAAA:pSGEq-RngiE1C-6u3p0-8eoC5Q1bzKU1ZUBgoeTm1utKUuO8yw3qwlOqYT3FPHLV2T49qLh7EzE0nGYj,,,NA,,,
1284,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Campyloneurum,Campyloneurum_costatum,Yes,0,NA,"Mehtler et al., 2022; Charles L. Pollard, William Palmer 184 BH 000 240 156",https://bsapubs.onlinelibrary.wiley.com/doi/abs/10.1002/ajb2.1781?casa_token=z6-bDuIkzDwAAAAA:pSGEq-RngiE1C-6u3p0-8eoC5Q1bzKU1ZUBgoeTm1utKUuO8yw3qwlOqYT3FPHLV2T49qLh7EzE0nGYj,,,NA,,placement: abaxial vein ends,Cornell
1304,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Campyloneurum,Campyloneurum_phyllitidis,Yes,0,NA,"Mehtler et al., 2022",https://bsapubs.onlinelibrary.wiley.com/doi/abs/10.1002/ajb2.1781?casa_token=z6-bDuIkzDwAAAAA:pSGEq-RngiE1C-6u3p0-8eoC5Q1bzKU1ZUBgoeTm1utKUuO8yw3qwlOqYT3FPHLV2T49qLh7EzE0nGYj,,,NA,,,
1305,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Campyloneurum,Campyloneurum_repens,Yes,0,NA,mickel and Beitel 1998,chrome-extension://bomfdkbfpdhijjbeoicnfhjbdhncfhig/view.html?mp=15Ywifl3,abaxial/acroscopic pinnules,developing,NA,,,
1309,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Campyloneurum,Campyloneurum_sphenodes,Yes,0,NA,"Mehtler et al., 2022",https://bsapubs.onlinelibrary.wiley.com/doi/abs/10.1002/ajb2.1781?casa_token=z6-bDuIkzDwAAAAA:pSGEq-RngiE1C-6u3p0-8eoC5Q1bzKU1ZUBgoeTm1utKUuO8yw3qwlOqYT3FPHLV2T49qLh7EzE0nGYj,,,NA,,,
1315,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Campyloneurum,Campyloneurum_xalapense,Yes,0,NA,Leon 1993,chrome-extension://bomfdkbfpdhijjbeoicnfhjbdhncfhig/view.html?mp=15Ywifl3,abaxial/acroscopic pinnules,developing,NA,,,
1579,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_acutidens,Yes,1,NA,"White, Richard A., and Melvin D. Turner. ""The anatomy and occurrence of foliar nectaries in Cyathea (Cyatheaceae)."" American Fern Journal 102.2 (2012): 91-113.",https://bioone.org/journals/american-fern-journal/volume-102/issue-2/0002-8444-102.2.91/The-Anatomy-and-Occurrence-of-Foliar-Nectaries-in-Cyathea-Cyatheaceae/10.1640/0002-8444-102.2.91.full,base of segments,,NA,,,
1582,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_alfonsiana,Yes,1,NA,"White, Richard A., and Melvin D. Turner. ""The anatomy and occurrence of foliar nectaries in Cyathea (Cyatheaceae)."" American Fern Journal 102.2 (2012): 91-113.",https://bioone.org/journals/american-fern-journal/volume-102/issue-2/0002-8444-102.2.91/The-Anatomy-and-Occurrence-of-Foliar-Nectaries-in-Cyathea-Cyatheaceae/10.1640/0002-8444-102.2.91.full,base of segments,,NA,,,
1583,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_amabilis,Yes,1,NA,"White, Richard A., and Melvin D. Turner. ""The anatomy and occurrence of foliar nectaries in Cyathea (Cyatheaceae)."" American Fern Journal 102.2 (2012): 91-113.",https://bioone.org/journals/american-fern-journal/volume-102/issue-2/0002-8444-102.2.91/The-Anatomy-and-Occurrence-of-Foliar-Nectaries-in-Cyathea-Cyatheaceae/10.1640/0002-8444-102.2.91.full,base of segments,,NA,,,
1584,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_andicola,Yes,1,NA,"White, Richard A., and Melvin D. Turner. ""The anatomy and occurrence of foliar nectaries in Cyathea (Cyatheaceae)."" American Fern Journal 102.2 (2012): 91-113.",https://bioone.org/journals/american-fern-journal/volume-102/issue-2/0002-8444-102.2.91/The-Anatomy-and-Occurrence-of-Foliar-Nectaries-in-Cyathea-Cyatheaceae/10.1640/0002-8444-102.2.91.full,base of segments,,NA,,,
1585,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_andina,Yes,1,NA,"White, Richard A., and Melvin D. Turner. ""The anatomy and occurrence of foliar nectaries in Cyathea (Cyatheaceae)."" American Fern Journal 102.2 (2012): 91-113.",https://bioone.org/journals/american-fern-journal/volume-102/issue-2/0002-8444-102.2.91/The-Anatomy-and-Occurrence-of-Foliar-Nectaries-in-Cyathea-Cyatheaceae/10.1640/0002-8444-102.2.91.full,base of segments,,NA,,,
1587,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_armata,Yes,1,NA,"White, Richard A., and Melvin D. Turner. ""The anatomy and occurrence of foliar nectaries in Cyathea (Cyatheaceae)."" American Fern Journal 102.2 (2012): 91-113.; H. E. Moore, Jr. & R.W Read 9558 BH 000 157 924",https://bioone.org/journals/american-fern-journal/volume-102/issue-2/0002-8444-102.2.91/The-Anatomy-and-Occurrence-of-Foliar-Nectaries-in-Cyathea-Cyatheaceae/10.1640/0002-8444-102.2.91.full,base of segments,,NA,,,Cornell
1590,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_aspera,Yes,1,NA,"White, Richard A., and Melvin D. Turner. ""The anatomy and occurrence of foliar nectaries in Cyathea (Cyatheaceae)."" American Fern Journal 102.2 (2012): 91-113.; C. Wright 1062 BH 000 153 583; H.A Senn SN BH 000 153 584",https://bioone.org/journals/american-fern-journal/volume-102/issue-2/0002-8444-102.2.91/The-Anatomy-and-Occurrence-of-Foliar-Nectaries-in-Cyathea-Cyatheaceae/10.1640/0002-8444-102.2.91.full,base of segments,,NA,,,Cornell
1592,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_atahuallpa,Yes,1,NA,"White, Richard A., and Melvin D. Turner. ""The anatomy and occurrence of foliar nectaries in Cyathea (Cyatheaceae)."" American Fern Journal 102.2 (2012): 91-113.",https://bioone.org/journals/american-fern-journal/volume-102/issue-2/0002-8444-102.2.91/The-Anatomy-and-Occurrence-of-Foliar-Nectaries-in-Cyathea-Cyatheaceae/10.1640/0002-8444-102.2.91.full,base of segments,,NA,,,
1593,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_aterrima,Yes,1,NA,"White, Richard A., and Melvin D. Turner. ""The anatomy and occurrence of foliar nectaries in Cyathea (Cyatheaceae)."" American Fern Journal 102.2 (2012): 91-113.",https://bioone.org/journals/american-fern-journal/volume-102/issue-2/0002-8444-102.2.91/The-Anatomy-and-Occurrence-of-Foliar-Nectaries-in-Cyathea-Cyatheaceae/10.1640/0002-8444-102.2.91.full,base of segments,,NA,,,
